1 118.36 111.64 2 4 1 1 0 1.5496 8 0 0
1 82.728 60.788 2 3 2 1 0 1.1852 8 0 0
1 71.147 98.665 3 1 3 1 0 0.98529 8 0 0
1 135.9 87.263 4 4 4 1 1 0.50546 8 0 0
1 137.08 110.12 1 4 4 1 1 0.48926 8 0 0
1 111.42 105.79 2 4 4 1 1 0.60127 8 0 0
1 100.23 73.765 3 3 4 1 0 0.90532 8 0 0
1 84.668 102.75 1 1 3 1 0 2.8413 8 0 0
1 96.222 119.36 2 2 1 1 0 0.79326 8 0 0
1 99.777 123.8 3 2 2 1 1 0.56935 8 0 0
1 81.331 81.853 1 1 1 1 1 1.2572 8 0 0
1 108.36 74.954 4 3 4 1 0 0.76108 8 0 0
1 100.45 75.41 2 3 2 1 0 0.58537 8 0 0
1 100.28 82.642 1 3 1 1 0 0.68137 8 0 0
1 108.59 150 4 2 4 1 0 1.0493 8 0 0
1 100.66 138.95 3 2 2 1 1 0.82526 8 0 0
1 109.19 138.07 2 2 4 1 0 1.1453 8 0 0
1 79.388 101.95 4 1 3 1 0 1.1452 8 0 0
1 96.006 70.31 1 3 1 1 0 1.5613 8 0 0
1 67.377 101.21 4 1 3 1 0 1.2733 8 0 0
1 88.727 138.52 2 2 4 1 0 1.5133 8 0 0
1 102.03 55.27 4 3 2 1 0 0.80934 8 0 0
1 136.37 93.27 4 4 4 1 1 1.2093 8 0 0
1 101.3 118.25 2 2 1 1 0 1.4173 8 0 0
1 94.439 74.619 1 3 3 1 1 1.4173 8 0 0
1 132.97 97.663 4 4 4 1 1 1.0813 8 0 0
1 95.081 129.76 1 2 1 1 0 1.4493 8 0 0
1 150.2 102.4 4 4 4 1 1 0.6813 8 0 0
1 91.842 58.59 4 3 3 1 1 1.1452 8 0 0
1 107.66 76.983 3 3 2 1 0 2.0733 8 0 0
1 111.85 115.57 1 2 1 1 0 1.0326 8 0 0
1 113.19 81.538 2 4 4 1 1 1.5293 8 0 0
1 58.433 101.94 1 1 3 1 0 1.0332 8 0 0
1 92.034 75.207 4 3 1 1 0 1.8173 8 0 0
1 78.156 106.16 4 1 3 1 0 0.87335 8 0 0
1 135.48 103.1 1 4 4 1 1 0.58525 8 0 0
1 130.11 92.592 1 4 4 1 1 0.79326 8 0 0
1 87.493 102.65 3 1 2 1 0 1.2573 8 0 0
1 103.29 76.818 2 3 4 1 0 1.6413 8 0 0
1 110.47 86.667 3 3 1 1 0 0.95334 8 0 0
1 97.37 74.791 2 3 3 1 1 0.6492 8 0 0
1 65.483 111.99 3 1 3 1 0 0.74535 8 0 0
1 77.043 103.02 2 1 1 1 1 0.60122 8 0 0
1 94.17 78.633 3 3 1 1 0 0.93726 8 0 0
1 70.057 97.824 3 1 1 1 1 0.77713 8 0 0
1 124.8 92.44 4 4 4 1 1 0.72933 8 0 0
1 83.097 99.69 3 1 3 1 0 0.8893 8 0 0
1 99.874 116.05 4 2 2 1 1 1.6413 8 0 0
1 79.921 80.143 1 1 1 1 1 1.5133 8 0 0
1 78.451 105.19 1 1 1 1 1 0.68126 8 0 0
1 108.16 121.17 2 2 2 1 1 0.80933 8 0 0
1 103.49 123.83 2 2 2 1 1 0.58525 8 0 0
1 64.441 99.62 2 1 1 1 1 0.80938 8 0 0
1 88.46 132.35 3 2 3 1 0 2.1535 8 0 0
1 100.19 132.46 2 2 2 1 1 1.3053 8 0 0
1 67.055 109.5 2 1 1 1 1 0.77727 8 0 0
1 135.92 94.174 2 4 4 1 1 0.74531 8 0 0
1 80.514 110.94 2 1 2 1 0 0.56941 8 0 0
1 111.32 66.94 4 3 2 1 0 0.96929 8 0 0
1 124.62 98.248 3 4 4 1 1 0.84128 8 0 0
1 49.067 104.17 2 1 1 1 1 0.72924 8 0 0
1 114.29 103.67 1 4 2 1 0 1.4012 8 0 0
1 103.04 133.76 2 2 4 1 0 0.71334 8 0 0
1 114.2 77.146 3 3 4 1 0 0.93723 8 0 0
1 95.636 122.01 2 2 3 1 0 0.45723 8 0 0
1 137.35 113.99 1 4 4 1 1 0.6494 8 0 0
1 143.47 104.91 3 4 4 1 1 0.53722 8 0 0
1 67.719 92.352 1 1 1 1 1 0.92129 8 0 0
1 138.1 78.635 2 4 4 1 1 1.4973 8 0 0
1 105.84 59.327 2 3 2 1 0 1.3532 8 0 0
1 125.42 88.357 1 4 3 1 0 0.87326 8 0 0
1 138.91 109.03 1 4 4 1 1 0.85735 8 0 0
1 130.46 86.239 4 4 1 1 0 1.1612 8 0 0
1 123.59 90.996 3 3 2 1 0 0.63326 8 0 0
1 97.803 130.48 1 2 3 1 0 0.8413 8 0 0
1 100.26 126.58 1 2 4 1 0 0.93737 8 0 0
1 79.896 81.103 4 3 1 1 0 0.80929 8 0 0
1 68.92 110.38 1 1 3 1 0 1.3371 8 0 0
1 74.406 94.873 4 1 2 1 0 0.48935 8 0 0
1 95.503 80.539 3 3 4 1 0 0.84127 8 0 0
1 85.51 78.382 3 3 2 1 0 0.60119 8 0 0
1 78.076 96.265 1 1 3 1 0 3.7052 8 0 0
1 96.639 63.931 1 3 2 1 0 2.3133 8 0 0
1 105.29 110.19 4 2 1 1 0 0.52124 8 0 0
1 131.82 93.131 2 4 4 1 1 0.4253 8 0 0
1 96.095 76.707 3 3 1 1 0 1.0972 8 0 0
1 138.16 109.2 4 4 4 1 1 0.64934 8 0 0
1 129.64 91.975 3 4 4 1 1 0.60129 8 0 0
1 73.271 112.19 4 1 1 1 1 0.88923 8 0 0
1 84.233 137.95 2 2 1 1 0 0.90536 8 0 0
1 101.93 124.92 2 2 2 1 1 0.72935 8 0 0
1 56.719 111.46 4 1 1 1 1 1.0172 8 0 0
1 132.47 91.274 1 4 4 1 1 0.5534 8 0 0
1 97.504 109.72 4 2 1 1 0 1.8493 8 0 0
1 105.39 122.35 4 2 4 1 0 1.1932 8 0 0
1 126.81 79.395 1 4 4 1 1 0.79328 8 0 0
1 75.224 88.377 4 1 1 1 1 0.74527 8 0 0
1 95.087 138.82 1 2 2 1 1 0.85728 8 0 0
1 103.8 134.02 3 2 1 1 0 1.7691 8 0 0
1 105.35 62.113 1 3 2 1 0 1.1613 8 0 0
2 90.76 118.01 2 2 2 1 1 4.6879 8 0 0
2 69.448 106.47 4 1 1 1 1 1.1293 8 0 0
2 124.87 94.913 2 4 4 1 1 1.0172 8 0 0
2 71.102 89.31 3 1 2 1 0 2.2974 8 0 0
2 106.96 129.73 4 2 1 1 0 1.1293 8 0 0
2 84.364 77.564 3 3 2 1 0 2.2973 8 0 0
2 98.409 50.535 4 3 1 1 0 7.6732 8 0 0
2 105.56 113.27 3 2 4 1 0 1.1133 8 0 0
2 80.038 101.41 2 1 2 1 0 1.0973 8 0 0
2 132.99 87.506 1 4 4 1 1 1.4333 8 0 0
2 100.29 72.427 3 3 1 1 0 1.3213 8 0 0
2 88.576 154.71 1 2 2 1 1 0.76122 8 0 0
2 123.77 91.191 1 4 4 1 1 1.0012 8 0 0
2 104.55 75.985 2 3 1 1 0 0.77729 8 0 0
2 113.1 110.7 3 2 4 1 0 1.2092 8 0 0
2 72.136 96.496 3 1 1 1 1 1.0332 8 0 0
2 127.81 85.974 3 4 4 1 1 1.7212 8 0 0
2 99.136 69.971 3 3 2 1 0 1.2252 8 0 0
2 77.572 109.99 2 1 1 1 1 0.9533 8 0 0
2 96.141 112.8 4 2 1 1 0 0.80926 8 0 0
2 95.619 81.297 3 3 1 1 0 4.3449 8 0 0
2 83.847 132.18 1 2 1 1 0 4.3292 8 0 0
2 91.087 110.36 1 2 1 1 0 3.4652 8 0 0
2 102.96 73.328 3 3 2 1 0 0.76133 8 0 0
2 136.8 115.45 3 4 4 1 1 0.47329 8 0 0
2 121.31 98.879 3 4 4 1 1 1.3212 8 0 0
2 112.83 144.21 1 2 2 1 1 1.2093 8 0 0
2 109.99 128.71 1 2 2 1 1 1.1452 8 0 0
2 128.1 100.78 2 4 4 1 1 0.88932 8 0 0
2 125.36 108.83 3 4 4 1 1 0.7613 8 0 0
2 107.65 124.98 2 2 4 1 0 0.60131 8 0 0
2 80.363 107.58 2 1 1 1 1 1.2413 8 0 0
2 98.245 120.49 4 2 1 1 0 1.0174 8 0 0
2 86.84 95.028 4 3 1 1 0 2.9215 8 0 0
2 136.2 109.88 1 4 4 1 1 1.0972 8 0 0
2 121.92 85.312 3 4 4 1 1 0.84125 8 0 0
2 79.195 108.9 4 1 1 1 1 1.7693 8 0 0
2 73.749 110.44 4 1 1 1 1 0.85734 8 0 0
2 135.82 105.16 4 4 4 1 1 1.4333 8 0 0
2 114.53 61.526 4 3 4 1 0 0.9853 8 0 0
2 70.723 116.53 2 1 1 1 1 0.85728 8 0 0
2 102.34 113.04 4 2 1 1 0 1.5932 8 0 0
2 147.27 83.137 4 4 4 1 1 1.8332 8 0 0
2 116.97 92.084 2 4 1 1 0 0.80926 8 0 0
2 97.194 128.59 4 2 1 1 0 2.3773 8 0 0
2 87.314 64.028 4 3 4 1 0 2.5692 8 0 0
2 81.98 108.69 3 1 1 1 1 0.74522 8 0 0
2 62.399 88.289 3 1 1 1 1 0.72919 8 0 0
2 82.452 94.309 1 1 1 1 1 1.0972 8 0 0
2 101.83 65.421 1 3 1 1 0 1.8811 8 0 0
