1 81.331 81.853 1 2 1 1 1 3.9359
1 94.439 74.619 1 1 3 1 0 5.2602
1 87.493 102.65 1 1 1 1 1 4.5099
1 85.51 78.382 1 4 3 2 0 4.6674
1 105.35 62.113 1 4 3 2 0 1.7099
1 94.17 78.633 1 3 3 4 0 16.158
1 100.28 82.642 1 2 3 1 0 2.5256
1 125.42 88.357 1 1 4 2 0 6.5409
1 108.16 121.17 1 3 2 1 0 3.6129
1 100.45 75.41 1 1 3 4 0 4.6061
1 102.03 55.27 1 2 3 4 0 1.3255
1 124.62 98.248 1 2 4 4 1 2.7981
1 49.067 104.17 1 3 1 2 0 3.8377
1 108.59 150 1 1 2 1 0 1.6295
1 101.93 124.92 1 2 2 2 1 5.8854
1 67.377 101.21 1 1 1 3 0 10.365
1 97.504 109.72 1 4 2 3 0 4.8291
1 58.433 101.94 1 4 1 4 0 3.6455
1 138.91 109.03 1 4 4 4 1 2.2215
1 135.9 87.263 1 1 4 4 1 2.1094
1 70.057 97.824 1 3 1 3 0 4.3975
1 103.29 76.818 1 4 3 3 1 2.3018
1 75.224 88.377 1 4 1 2 0 1.7416
1 78.451 105.19 1 1 1 1 1 4.141
1 80.514 110.94 1 3 1 1 1 1.4686
1 114.29 103.67 1 1 4 4 1 2.3493
1 109.19 138.07 1 2 2 4 0 2.6218
1 111.32 66.94 1 2 3 3 1 5.9014
1 79.896 81.103 1 3 3 2 0 3.1014
1 130.46 86.239 1 2 4 4 1 1.5651
1 97.803 130.48 1 1 2 1 0 1.3407
1 88.46 132.35 1 1 2 1 0 1.0213
1 67.719 92.352 1 2 1 3 0 5.7247
1 105.29 110.19 1 3 2 1 0 2.0449
1 96.222 119.36 1 4 2 4 0 2.7334
1 84.233 137.95 1 2 2 1 0 3.149
1 91.842 58.59 1 3 3 3 1 3.6773
1 113.19 81.538 1 3 4 2 0 6.6209
1 99.874 116.05 1 4 2 1 0 3.0527
1 138.1 78.635 1 1 4 4 1 1.4831
1 79.921 80.143 1 3 1 1 1 8.5729
1 100.23 73.765 1 3 3 2 0 7.0688
1 111.42 105.79 1 3 4 2 0 4.4927
1 68.92 110.38 1 4 1 1 1 5.3046
1 135.48 103.1 1 3 4 4 1 1.5488
1 107.66 76.983 1 1 3 3 1 10.285
1 95.087 138.82 1 2 2 2 1 4.4928
1 135.92 94.174 1 4 4 3 0 3.9957
1 124.8 92.44 1 4 4 3 0 4.8449
1 97.37 74.791 1 2 3 1 0 2.6526
1 150.2 102.4 1 4 4 4 1 4.0285
1 138.16 109.2 1 1 4 3 0 5.1805
1 126.81 79.395 1 2 4 3 0 17.26
1 101.3 118.25 1 4 2 2 1 5.4205
1 132.97 97.663 1 3 4 1 0 7.6122
1 123.59 90.996 1 4 3 2 0 2.3003
1 95.081 129.76 1 1 2 2 1 9.5163
1 110.47 86.667 1 3 3 1 0 1.9003
1 103.49 123.83 1 4 2 2 1 2.8764
1 114.2 77.146 1 4 3 4 0 4.1876
1 78.156 106.16 1 3 1 1 1 3.3565
1 132.47 91.274 1 4 4 4 1 5.2916
1 129.64 91.975 1 3 4 4 1 8.316
1 118.36 111.64 1 3 4 2 0 5.4518
1 108.36 74.954 1 4 3 3 1 4.2518
1 131.82 93.131 1 2 4 4 1 5.58
1 105.84 59.327 1 3 3 3 1 6.1238
1 73.271 112.19 1 1 1 2 0 7.147
1 137.08 110.12 1 2 4 2 0 2.4762
1 105.39 122.35 1 3 2 2 1 4.9079
1 96.095 76.707 1 3 3 1 0 3.2278
1 79.388 101.95 1 4 1 1 1 1.8199
1 137.35 113.99 1 2 4 4 1 1.2757
1 100.66 138.95 1 1 2 2 1 2.4916
1 136.37 93.27 1 1 4 4 1 1.4833
1 111.85 115.57 1 2 2 2 1 7.7241
1 71.147 98.665 1 4 1 1 1 2.4415
1 103.04 133.76 1 3 2 2 1 3.5162
1 92.034 75.207 1 2 3 3 1 5.5634
1 96.639 63.931 1 2 3 3 1 1.2273
1 65.483 111.99 1 2 1 1 1 1.0999
1 95.503 80.539 1 1 3 4 0 6.5867
1 95.636 122.01 1 4 2 4 0 8.3624
1 143.47 104.91 1 2 4 4 1 1.0673
1 88.727 138.52 1 4 2 2 1 3.8997
1 130.11 92.592 1 1 4 4 1 7.3711
1 67.055 109.5 1 1 1 1 1 1.3707
